stage,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc
after_layer3_block5,1,3.3216204257029656,23.79380965261409,3.024912341308594,29.04,29.04
after_layer3_block5,2,2.9157858874846743,31.366745237451216,2.8967564445495606,31.26,31.26
after_layer3_block5,3,2.780277910808898,34.13655859963677,2.9698085609436036,32.3,32.3
after_layer3_block5,4,2.6931219663413257,35.93879207079099,2.785497197341919,35.2,35.2
after_layer3_block5,5,2.6368573875265837,37.18536264925229,2.824916939163208,36.38,36.38
after_layer3_block5,6,2.5825360437196623,38.209358939680826,2.5900725259780883,38.6,38.6
after_layer3_block5,7,2.5545414078700412,39.13597897909502,2.6973356084823608,37.18,38.6
after_layer3_block5,8,2.524263899292882,39.891804165539625,2.6881032283782957,38.36,38.6
after_layer3_block5,9,2.503150728321079,40.312222265157075,2.5101118972778322,39.56,39.56
after_layer3_block5,10,2.4637081584862615,40.91270914641215,2.5754632583618164,39.2,39.56
after_layer3_block5,11,2.4541906791159156,41.34162834730863,2.539972191810608,40.1,40.1
after_layer3_block5,12,2.4366699909435146,41.798369334209205,2.496109095001221,42.44,42.44
after_layer3_block5,13,2.412502347012061,42.20719502299161,2.502996139907837,40.44,42.44
after_layer3_block5,14,2.402792619935668,42.449089995749446,2.4678373664855955,41.2,42.44
after_layer3_block5,15,2.401073138716324,42.50086943081263,2.5330539306640625,40.76,42.44
after_layer3_block5,16,2.3707643674336536,42.95529193554619,2.6064606084823607,40.98,42.44
after_layer3_block5,17,2.362209672200781,43.189458634414,2.490185402107239,41.76,42.44
after_layer3_block5,18,2.354900283558097,43.537230959465205,2.54872713842392,40.56,42.44
after_layer3_block5,19,2.343877274229379,43.84017929595425,2.4091407779693603,43.26,43.26
after_layer3_block5,20,2.341632412999973,43.855635843734305,2.3147613216400145,44.92,44.92
after_layer3_block5,21,2.3224892451215084,44.35333668225202,2.433541704940796,42.92,44.92
after_layer3_block5,22,2.327216764675456,44.21345492484254,2.366284568595886,43.38,44.92
after_layer3_block5,23,2.3088594209678464,44.58827620850883,2.4048523761749268,43.78,44.92
after_layer3_block5,24,2.3063068775891327,44.604505583677884,2.4897088205337523,41.76,44.92
after_layer3_block5,25,2.2988303092841713,44.77375478186947,2.514060745048523,41.8,44.92
after_layer3_block5,26,2.2890554423457323,45.17098805981684,2.402431203460693,44.04,44.92
after_layer3_block5,27,2.286306969563667,45.09679663047258,2.356643158054352,44.4,44.92
after_layer3_block5,28,2.276324578305154,45.57904092121025,2.42915452747345,43.52,44.92
after_layer3_block5,29,2.269447056837836,45.39974496696163,2.3793859554290773,43.9,44.92
after_layer3_block5,30,2.259162355614453,45.74288032767881,2.3981258460998536,43.68,44.92
after_layer3_block5,31,2.2616081620622506,45.671007380501564,2.3707301540374757,44.24,44.92
after_layer3_block5,32,2.246834260407019,45.94381544881951,2.370842413711548,44.32,44.92
after_layer3_block5,33,2.252287972762497,45.92449476409444,2.3824671796798707,44.1,44.92
after_layer3_block5,34,2.241116079133806,46.06514934889292,2.3530193431854247,44.96,44.96
after_layer3_block5,35,2.240568256744844,46.29313342864871,2.320817865562439,46.0,46.0
after_layer3_block5,36,2.229242297251445,46.419104293056144,2.4280455568313597,44.42,46.0
after_layer3_block5,37,2.2306035296156628,46.27922253564666,2.528257919120789,43.72,46.0
after_layer3_block5,38,2.233358823936622,46.51879902623749,2.320932266807556,46.4,46.4
after_layer3_block5,39,2.2185092648719498,46.7529657251053,2.3955631196975706,44.36,46.4
after_layer3_block5,40,2.2295759553090098,46.44383476950423,2.3853894377708436,43.76,46.4
after_layer3_block5,41,2.2166522966368527,46.749874415549286,2.275963489151001,45.7,46.4
after_layer3_block5,42,2.2151941328274605,46.737509177325244,2.3419805477142335,44.86,46.4
after_layer3_block5,43,2.2039006855393946,47.06518799026237,2.3743504362106322,44.82,46.4
after_layer3_block5,44,2.2119893216557975,46.83256694617257,2.498599056529999,42.96,46.4
after_layer3_block5,45,2.20543486727063,46.955446501024,2.3335671223163605,45.94,46.4
after_layer3_block5,46,2.183348858841531,47.440009273928666,2.28614327507019,46.5,46.5
after_layer3_block5,47,2.1981622616360936,47.28157965918312,2.4208769550323486,43.56,46.5
after_layer3_block5,48,2.198047619261381,47.40600486881255,2.285886989593506,45.58,46.5
after_layer3_block5,49,2.1876042812103385,47.34031454074732,2.306252554512024,46.2,46.5
after_layer3_block5,50,2.1940946929941885,47.475559333822794,2.3194125957489016,45.8,46.5
after_layer3_block5,51,2.1750823492649887,47.49874415549287,2.321384398651123,46.42,46.5
after_layer3_block5,52,2.172956002324703,47.62703350206731,2.3392522811889647,45.96,46.5
after_layer3_block5,53,2.1739651616110978,47.72209127091464,2.481205257797241,44.08,46.5
after_layer3_block5,54,2.1676070557748375,47.745276092584724,2.368883781814575,45.36,46.5
after_layer3_block5,55,2.173434718004624,47.88052088566019,2.3922043402671815,45.3,46.5
after_layer3_block5,56,2.16558488750712,48.04513311951776,2.2887357803344726,46.56,46.56
after_layer3_block5,57,2.1632290354384542,48.01344719656865,2.309926957821846,46.76,46.76
after_layer3_block5,58,2.1536380835296964,48.20665404381931,2.3629777643203735,45.64,46.76
after_layer3_block5,59,2.15635128718835,48.18192356737123,2.2918715923309327,47.52,47.52
after_layer3_block5,60,2.164623155324489,47.99644499401059,2.314091776275635,46.78,47.52
after_layer3_block5,61,2.1536780965112174,48.085320143745896,2.353207396697998,46.42,47.52
after_layer3_block5,62,2.1635212381175637,47.99412651184358,2.2509431144714354,46.84,47.52
after_layer3_block5,63,2.1529978718076435,48.324896634336724,2.348702275848389,45.56,47.52
after_layer3_block5,64,2.1598402797192344,48.12782565014104,2.2542566148757937,46.56,47.52
after_layer3_block5,65,2.149536879993424,48.25766065149349,2.358392827415466,45.82,47.52
after_layer3_block5,66,2.134614203773044,48.62629931604776,2.336621255493164,47.08,47.52
after_layer3_block5,67,2.1533223471919216,48.33571621778276,2.3856608558654786,45.9,47.52
after_layer3_block5,68,2.1410245407612964,48.418408748406044,2.304209310913086,46.42,47.52
after_layer3_block5,69,2.142042960460599,48.5227404459214,2.348647635269165,47.34,47.52
after_layer3_block5,70,2.137610213104017,48.586112291819624,2.383061975669861,44.58,47.52
after_layer3_block5,71,2.1406001965760715,48.49878279686232,2.3027580741882323,46.8,47.52
after_layer3_block5,72,2.135855364647488,48.77545500212528,2.246714349937439,47.38,47.52
after_layer3_block5,73,2.1309594684905813,48.7831832760153,2.372130171060562,44.36,47.52
after_layer3_block5,74,2.1306123205570624,49.00884887360408,2.2237652276992796,48.06,48.06
after_layer3_block5,75,2.1319553013254002,48.9277019977588,2.3106683539390565,46.42,48.06
after_layer3_block5,76,2.1351899482122394,48.776227829514276,2.3529871074676514,45.84,48.06
after_layer3_block5,77,2.124739772093582,48.740677769620156,2.355705535316467,45.9,48.06
after_layer3_block5,78,2.129833201011645,48.992619498435026,2.400796580886841,45.98,48.06
after_layer3_block5,79,2.127780759100098,48.984118397155996,2.3693891659736632,45.24,48.06
after_layer3_block5,80,2.125635794919989,48.80018547857336,2.2584463314056396,46.7,48.06
after_layer3_block5,81,2.1167642056737,49.32261679353916,2.245104647254944,47.02,48.06
after_layer3_block5,82,2.1206840827654014,49.025078248773134,2.262091089630127,47.76,48.06
after_layer3_block5,83,2.121457586806581,49.08999574944936,2.2764862758636473,47.78,48.06
after_layer3_block5,84,2.1131807200354693,49.20514703041076,2.308030981826782,46.78,48.06
after_layer3_block5,85,2.1175314477562486,49.14563932145755,2.2617831592559816,46.78,48.06
after_layer3_block5,86,2.1135212969137833,49.22446771513582,2.3127124181747436,46.82,48.06
after_layer3_block5,87,2.116478076461681,49.29711348970208,2.3553013743400575,46.92,48.06
after_layer3_block5,88,2.105006923905489,49.355848371266276,2.2492165510177613,47.48,48.06
after_layer3_block5,89,2.111239984007024,49.22678619730283,2.3609213821411132,47.18,48.06
after_layer3_block5,90,2.1070432083145803,49.35662119865528,2.354469815349579,45.46,48.06
after_layer3_block5,91,2.1147817571084224,49.22601336991383,2.2749278663635253,47.88,48.06
after_layer3_block5,92,2.1108499822690647,49.28783956103404,2.382077247238159,44.88,48.06
after_layer3_block5,93,2.0994695502338345,49.286293906256034,2.236799464416504,47.36,48.06
after_layer3_block5,94,2.1148768356297003,49.294795007535065,2.26718886013031,47.58,48.06
after_layer3_block5,95,2.094199963976516,49.648749951698285,2.2962324575424193,47.24,48.06
after_layer3_block5,96,2.100637156957176,49.52664322423587,2.275364043045044,48.12,48.12
after_layer3_block5,97,2.098842919144151,49.430812627999536,2.36576830329895,45.46,48.12
after_layer3_block5,98,2.1079426252766864,49.29788631709108,2.2433793731689455,47.16,48.12
after_layer3_block5,99,2.0988093695254917,49.569148730631014,2.3690873306274414,46.78,48.12
after_layer3_block5,100,2.0782367691558314,49.97720159202442,2.4442695154190064,45.86,48.12
after_layer3_block10,1,3.042378670684963,28.542833958035473,2.7159955383300782,34.42,34.42
after_layer3_block10,2,2.545338110837351,38.12434792689053,2.4678763248443603,40.06,40.06
after_layer3_block10,3,2.3998255882258026,41.524015611113256,2.408879704284668,41.6,41.6
after_layer3_block10,4,2.3121667633534235,43.452992774063915,2.310142979812622,44.16,44.16
after_layer3_block10,5,2.254092560005527,44.89354302716488,2.392472028541565,43.22,44.16
after_layer3_block10,6,2.2039126088692105,46.00564163993972,2.411678510427475,42.68,44.16
after_layer3_block10,7,2.170660238655878,46.54816646701959,2.2575452861785887,46.0,46.0
after_layer3_block10,8,2.131722420983532,47.58298234089416,2.105432441520691,48.54,48.54
after_layer3_block10,9,2.099423926290918,48.41995440318405,2.1870181661128996,47.28,48.54
after_layer3_block10,10,2.0778193036096395,48.671123304609914,2.205666679763794,46.9,48.54
after_layer3_block10,11,2.065608010126591,49.21983075080181,2.205305615234375,47.1,48.54
after_layer3_block10,12,2.0502930126914682,49.58383245102206,2.091695642852783,48.92,48.92
after_layer3_block10,13,2.034345824006601,49.89760037095715,2.1124308287620543,49.02,49.02
after_layer3_block10,14,2.0273819046496997,50.08462459909579,2.045143807411194,50.58,50.58
after_layer3_block10,15,2.0065225153379513,50.43703388848101,2.1182797706604,49.76,50.58
after_layer3_block10,16,1.9869100818429877,50.96873913211484,2.1757637539863586,49.48,50.58
after_layer3_block10,17,1.9876451289111603,51.08852737741026,2.242331460189819,47.24,50.58
after_layer3_block10,18,1.9888743126335706,50.983422852505896,1.9979803699493408,50.6,50.6
after_layer3_block10,19,1.9625706707907495,51.46025735152054,2.1086130840301514,48.58,50.6
after_layer3_block10,20,1.9537382558608305,51.98577997604235,2.1003618295669555,49.84,50.6
after_layer3_block10,21,1.9490928564121772,51.96027667220526,2.1165175342798235,50.16,50.6
after_layer3_block10,22,1.93462808595208,52.196761853240076,2.1188459449768065,50.38,50.6
after_layer3_block10,23,1.9344764330420374,52.201398817574095,2.011455519294739,51.28,51.28
after_layer3_block10,24,1.9305279212046076,52.3768306348777,2.0516737995147705,51.04,51.28
after_layer3_block10,25,1.924254619287069,52.62027126241354,2.116297259521484,49.12,51.28
after_layer3_block10,26,1.9089218208763017,52.84670968739132,2.0713854026794434,50.14,51.28
after_layer3_block10,27,1.9048472808397665,53.0144132308049,2.003175765991211,51.64,51.64
after_layer3_block10,28,1.9056753022459128,53.07082963020209,1.9258892948150634,52.66,52.66
after_layer3_block10,29,1.8970367277841802,53.28644847173384,2.015502694129944,50.6,52.66
after_layer3_block10,30,1.8915161112369252,53.43946829475637,2.0591837238311768,51.5,52.66
after_layer3_block10,31,1.8899378234449515,53.33127246029599,2.1662316154956818,48.6,52.66
after_layer3_block10,32,1.8876239870149094,53.57394026044283,2.0809928812026977,50.04,52.66
after_layer3_block10,33,1.8849383160293993,53.55230109355075,2.0144631158828736,51.66,52.66
after_layer3_block10,34,1.87179969634628,53.7972873758646,2.067936536026001,50.6,52.66
after_layer3_block10,35,1.8683787416281392,53.8266548166467,2.0503707041740418,52.32,52.66
after_layer3_block10,36,1.8657943385890823,54.0005409791723,2.105495151567459,50.48,52.66
after_layer3_block10,37,1.8727522583426812,53.96421809188918,2.02314235701561,52.16,52.66
after_layer3_block10,38,1.8762423409593498,53.64658603500908,2.068520141506195,52.3,52.66
after_layer3_block10,39,1.8585597258510727,54.25170988059817,1.978609964942932,52.92,52.92
after_layer3_block10,40,1.8598335588156631,54.25557401754318,2.014112395954132,52.04,52.92
after_layer3_block10,41,1.8473648759413044,54.30580779782836,1.9973504018068313,52.96,52.96
after_layer3_block10,42,1.8483323689668631,54.46114610301789,1.9746580119132995,53.12,53.12
after_layer3_block10,43,1.8357025421293596,54.479693960353956,2.0973243211746215,51.54,53.12
after_layer3_block10,44,1.845767879012545,54.57397890181228,1.9713876869678497,54.06,54.06
after_layer3_block10,45,1.8365398105225703,54.67290080760462,2.007080206298828,53.34,54.06
after_layer3_block10,46,1.8352429174216998,54.81432821979211,1.9539198157310487,53.42,54.06
after_layer3_block10,47,1.837550259291506,54.8699717918003,2.0276056612968443,53.54,54.06
after_layer3_block10,48,1.8322645486444507,54.77027705861896,1.9827004367351533,53.5,54.06
after_layer3_block10,49,1.8365378912553116,54.76254878472893,1.9884487077713013,53.04,54.06
after_layer3_block10,50,1.8333377601107324,54.88465551219135,2.019377326774597,52.92,54.06
after_layer3_block10,51,1.8308251522862333,54.91943274469647,1.9266471174240112,54.24,54.24
after_layer3_block10,52,1.8199284148753354,55.03922098999188,1.9847120876312256,52.84,54.24
after_layer3_block10,53,1.825997164676066,55.134278758839216,1.9800626983642577,53.56,54.24
after_layer3_block10,54,1.8250419934099307,54.97043935237065,2.0184774745941163,51.86,54.24
after_layer3_block10,55,1.8141877495407381,55.35685304687198,1.9781003004074096,53.08,54.24
after_layer3_block10,56,1.816058104229589,55.30816492136481,2.046638365459442,52.88,54.24
after_layer3_block10,57,1.81586034046341,55.144325514896245,1.8589505193710327,55.38,55.38
after_layer3_block10,58,1.8132096740625443,55.27957030797172,1.9233607479572297,53.58,55.38
after_layer3_block10,59,1.8093707700274846,55.39394876154411,2.0153028772354125,52.66,55.38
after_layer3_block10,60,1.7993639648391362,55.705398199312185,1.897550245332718,53.44,55.38
after_layer3_block10,61,1.8159387387643067,55.3924031067661,2.021514436149597,53.22,55.38
after_layer3_block10,62,1.7976325900741033,55.794273349047494,1.9702434566020965,52.72,55.38
after_layer3_block10,63,1.8031977773371424,55.38931179721009,1.9491494738578796,53.86,55.38
after_layer3_block10,64,1.790453706274464,56.04776073264036,1.8853842745304108,55.12,55.38
after_layer3_block10,65,1.8054637453112832,55.58329147184976,1.995957926273346,53.28,55.38
after_layer3_block10,66,1.7980825970892311,55.81050272421655,1.9812246069908142,53.22,55.38
after_layer3_block10,67,1.801565872989513,55.612658912631865,1.9160698698997498,54.2,55.38
after_layer3_block10,68,1.795133352997342,55.92488117778894,2.0565386132240295,53.48,55.38
after_layer3_block10,69,1.793252768947332,55.860736504501716,2.0292307750701903,53.56,55.38
after_layer3_block10,70,1.7973750428708648,55.8545538853897,1.9307821251869202,54.72,55.38
after_layer3_block10,71,1.789899307060308,55.86382781405773,1.8877013132095337,55.26,55.38
after_layer3_block10,72,1.7963851130162092,56.10649561420457,1.9372251385688781,54.36,55.38
after_layer3_block10,73,1.7883040170451396,55.917152903898916,2.005747943019867,53.18,55.38
after_layer3_block10,74,1.7869986556671638,55.98207040457514,1.9149603015899659,54.48,55.38
after_layer3_block10,75,1.7873146557292925,56.04544225047336,1.994128660583496,53.56,55.38
after_layer3_block10,76,1.7869934816726039,56.02612156574829,2.0698525433540342,53.12,55.38
after_layer3_block10,77,1.781152389666697,56.1729587696588,2.0446942766666414,52.02,55.38
after_layer3_block10,78,1.7887830555920365,56.05394335175239,2.010788523578644,53.26,55.38
after_layer3_block10,79,1.7978652528929902,55.91638007650991,1.9812714009284973,53.16,55.38
after_layer3_block10,80,1.7765863905237127,56.28733722323119,1.9424401559829712,54.7,55.38
after_layer3_block10,81,1.7857246986261508,56.276517639785155,2.0346948970794676,52.64,55.38
after_layer3_block10,82,1.7722613689220368,56.34220796785038,2.0723784914016723,51.28,55.38
after_layer3_block10,83,1.781718073114554,56.30588508056726,1.9991335083007813,54.06,55.38
after_layer3_block10,84,1.7816868923856402,56.38394064685652,1.9402112573623658,54.7,55.38
after_layer3_block10,85,1.7748649011536615,56.45581359403377,1.9430927206039428,54.54,55.38
after_layer3_block10,86,1.7861373907079137,56.29583832451022,1.9279481624603272,54.44,55.38
after_layer3_block10,87,1.7822097505519487,56.28115460411917,2.0311838272333147,53.22,55.38
after_layer3_block10,88,1.7833363371482427,56.25255999072607,1.956373877954483,54.62,55.38
after_layer3_block10,89,1.773894245107058,56.39244174813555,2.0029084449768066,53.58,55.38
after_layer3_block10,90,1.7735553810882894,56.50141040998493,1.9755430528640747,54.12,55.38
after_layer3_block10,91,1.772603286932727,56.410216778082614,1.9686524313926697,54.2,55.38
after_layer3_block10,92,1.7808948008887637,56.316704664013294,1.9703061658382415,53.66,55.38
after_layer3_block10,93,1.772562899520074,56.302793771011245,1.940705634689331,54.08,55.38
after_layer3_block10,94,1.7664577740228842,56.554735499826116,1.8597368494987487,55.48,55.48
after_layer3_block10,95,1.771402877525668,56.51454847559798,2.012003007507324,52.92,55.48
after_layer3_block10,96,1.7724922583586762,56.59414969666525,1.9269820154190063,55.34,55.48
after_layer3_block10,97,1.7727535496355415,56.776536960469876,1.956553593492508,55.36,55.48
after_layer3_block10,98,1.7719580206750714,56.61578886355733,2.000005443763733,53.8,55.48
after_layer3_block10,99,1.764844263186341,56.697708566791604,1.9167652836799622,54.84,55.48
after_layer3_block10,100,1.7646929681851582,56.722439043239696,1.8590505271911621,55.6,55.6
after_layer3_block15,1,2.853412518907936,32.13339000734186,2.4312107078552248,40.26,40.26
after_layer3_block15,2,2.3143314289749117,42.87569071447892,2.2208372661590574,45.14,45.14
after_layer3_block15,3,2.1649168988293845,46.34954982804591,2.2121928190231324,46.72,46.72
after_layer3_block15,4,2.077493949938633,48.254569341937476,2.142033563709259,48.6,48.6
after_layer3_block15,5,2.0157856392848434,49.69511959503845,1.9850956783294678,50.56,50.56
after_layer3_block15,6,1.9786619868675208,50.511225317825264,2.114053800010681,48.56,50.56
after_layer3_block15,7,1.9392736876893943,51.35515282661618,2.00495801153183,50.66,50.66
after_layer3_block15,8,1.9030699030767706,52.19908033540709,1.984539952659607,51.5,51.5
after_layer3_block15,9,1.8742890381113797,52.98736427218981,2.0123292572021483,50.2,51.5
after_layer3_block15,10,1.8593951725067055,53.334363769852004,1.931256128501892,52.08,52.08
after_layer3_block15,11,1.8443798561950036,53.78414931025156,1.9571343082427979,51.1,52.08
after_layer3_block15,12,1.8147347648424115,54.37227095328259,1.8441620573997497,54.84,54.84
after_layer3_block15,13,1.8232857763705055,54.30735345260636,1.8831095524787902,54.0,54.84
after_layer3_block15,14,1.797684955734195,55.00367093009776,1.8661377715349197,54.12,54.84
after_layer3_block15,15,1.7801695512736746,55.268750724525674,1.8652877346038819,54.3,54.84
after_layer3_block15,16,1.769044825439176,55.58251864446076,1.8269387074947356,55.0,55.0
after_layer3_block15,17,1.7622514731272547,55.74481239615132,1.9644836800813674,53.26,55.0
after_layer3_block15,18,1.750847796498497,55.9998454345222,1.947112154531479,52.68,55.0
after_layer3_block15,19,1.7492082019968644,56.05317052436338,1.8698342092514038,55.22,55.22
after_layer3_block15,20,1.7430342820647087,56.307430735345264,1.863348007965088,54.96,55.22
after_layer3_block15,21,1.7297089308056923,56.52459523165501,1.8138820575714112,55.88,55.88
after_layer3_block15,22,1.724187640607797,56.70311835851462,1.769551605796814,56.12,56.12
after_layer3_block15,23,1.7115505283944523,57.09648749951698,1.8228492572784425,55.5,56.12
after_layer3_block15,24,1.7158085881118277,56.93032961088141,1.8080245235919952,55.44,56.12
after_layer3_block15,25,1.7034278105370178,57.34920205572085,1.925345862197876,54.74,56.12
after_layer3_block15,26,1.7024696766240754,57.13899300591213,1.8629224655151366,56.04,56.12
after_layer3_block15,27,1.7030449512757633,57.311333513659726,1.719277466583252,58.22,58.22
after_layer3_block15,28,1.6954621435800943,57.529270837358474,1.8041435225486755,57.7,58.22
after_layer3_block15,29,1.6908864236282433,57.65060473743189,1.835194943523407,55.8,58.22
after_layer3_block15,30,1.6736542734306936,57.97673789559102,1.9086103002548218,54.04,58.22
after_layer3_block15,31,1.6835447034915414,57.80053325089841,1.9712455310821533,54.32,58.22
after_layer3_block15,32,1.6690413285436778,57.869314888519646,1.7713842344045638,57.32,58.22
after_layer3_block15,33,1.6726753940675878,58.02233471154218,1.7913210715293884,56.68,58.22
after_layer3_block15,34,1.6599182241708024,58.343830905367284,1.8349595684051514,55.68,58.22
after_layer3_block15,35,1.6653786349607043,58.09343483133042,1.7961978818893432,56.16,58.22
after_layer3_block15,36,1.6544216143973915,58.38169944742842,1.8792770493507385,55.22,58.22
after_layer3_block15,37,1.6526549320325237,58.337648286255266,1.874989492893219,55.28,58.22
after_layer3_block15,38,1.6487735517454587,58.47675721627574,1.753344972372055,57.72,58.22
after_layer3_block15,39,1.6550338167970842,58.488349627110786,1.8207309190750123,56.52,58.22
after_layer3_block15,40,1.6483112968079776,58.56563236601105,1.8732788197517396,56.08,58.22
after_layer3_block15,41,1.6537083070103769,58.523899687004906,1.7215974897861481,58.18,58.22
after_layer3_block15,42,1.6519226923097234,58.44738977549364,1.8048419380187988,56.66,58.22
after_layer3_block15,43,1.642384245966026,58.76502183237374,1.762651644897461,56.76,58.22
after_layer3_block15,44,1.6407365332532737,58.874763321612114,1.7865107110977172,57.28,58.22
after_layer3_block15,45,1.6350457367109705,58.91185903628425,1.830567005109787,56.7,58.22
after_layer3_block15,46,1.6416981444568326,58.966729780903435,1.8163047799289227,56.76,58.22
